Name,Time,Latitude,Longitude,Symbol,Category,Pressure,MeanWind,WindGust
TC CHABA,2022-06-30T12:00:00Z,17.0,115.2,6.0,1.0,990.0,45.0,65.0
TC CHABA,2022-07-01T12:00:00Z,19.4,112.4,6.0,2.0,985.0,50.0,70.0
TC CHABA,2022-07-02T12:00:00Z,21.2,110.7,6.0,2.0,980.0,55.0,80.0
TC CHABA,2022-07-03T12:00:00Z,23.1,109.5,6.0,1.0,994.0,40.0,60.0
TC CHABA,2022-07-04T12:00:00Z,24.2,109.6,1.0,0.0,996.0,0,0
