BUJUR	LINTANG	KEPERCAYAAN	REGION	PROVINSI	KABUPATEN	KECAMATAN	SATELIT	TANGGAL	WAKTU
111.8562	-8.1780	8	JAWA	JAWA TIMUR	KAB. TULUNGAGUNG	CAMPUR DARAT	NOAA20	2020-08-01	06:02:57.000000		
111.8989	-8.1545	8	JAWA	JAWA TIMUR	KAB. TULUNGAGUNG	CAMPUR DARAT	NOAA20	2020-08-01	06:02:57.000000		
109.7322	1.0102	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	LEDO	NOAA20	2020-08-01	06:05:48.000000		
110.1212	1.0423	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	AQUA	2020-08-01	05:34:00		
110.0535	1.0922	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	AQUA	2020-08-01	05:34:00		
110.1253	1.0411	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	SNPP	2020-08-01	05:14:37.000000		
110.1199	1.0402	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	SNPP	2020-08-01	05:14:37.000000		
110.1134	1.0459	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	SNPP	2020-08-01	05:14:37.000000		
110.1082	1.0450	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	SNPP	2020-08-01	05:14:37.000000		
110.0921	1.0424	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	SNPP	2020-08-01	05:14:37.000000		
110.0869	1.0416	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	SNPP	2020-08-01	05:14:37.000000		
110.0817	1.0407	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	SNPP	2020-08-01	05:14:37.000000		
110.1072	1.0515	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	SNPP	2020-08-01	05:14:37.000000		
109.9777	1.0509	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	SNPP	2020-08-01	05:14:37.000000		
110.0710	1.0993	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	SNPP	2020-08-01	05:14:37.000000		
110.0689	1.0986	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	SNPP	2020-08-01	05:14:37.000000		
110.1254	1.0457	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
110.1116	1.0436	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
